event_id,zone_id,latitude,longitude,temperature,humidity,rainfall,animal_density_score,distance_to_road,distance_to_water,distance_to_ranger_station,elevation,historical_incident_count,acoustic_risk,poaching_incident,hour_sin,hour_cos,month_sin,month_cos,season_Dry,season_Short Dry,season_Short Wet,season_Wet,species_Buffalo,species_Elephant,species_Lion,species_None Detected,species_Rhino,species_Zebra
evt_049d34eb,ZONE_B03,-2.24657,35.09557,0.31603770849246343,0.47377028163679735,-0.40544227198208066,0.20971992367923245,-0.7704009723354378,-0.6744657586047271,0.07113176682100418,0.23639845526490835,-0.29818082060402096,0.017746377905556863,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,1,0,0,0,0
evt_f7d14eea,ZONE_D02,-1.80991,34.77481,-1.306499686439907,1.5139740144282041,-0.40544227198208066,2.0740661247464316,-0.6200260500096169,-1.4162925555549908,0.2929468759301474,0.30948047881780294,-0.6332154504961792,-1.062467929389192,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,1
evt_c74c4ffa,ZONE_C03,-2.08089,35.00163,1.1053802249460483,-0.7047264329708083,-0.40544227198208066,-0.05661524790179602,0.3991126471781044,0.32066961525333887,-1.277584732567686,1.6508892337080705,-0.29818082060402096,-0.8464250679302424,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0
evt_39c81aba,ZONE_C03,-2.00141,35.06822,0.4037424325428615,0.9006747037650622,-0.40544227198208066,0.07655233788871822,0.9589899695117035,0.3804129258062753,-1.3710762319225378,1.4823290826102582,-0.29818082060402096,-0.1982964835533931,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,0,0,0,1,1,0,0,0,0,0
evt_2e207d40,ZONE_B04,-2.26989,35.13441,0.20640680342946546,0.7623817219488638,-0.40544227198208066,0.07655233788871822,-0.9355131828746784,-0.8314736266071623,0.34337081715165085,-0.26810325571315496,-0.6332154504961792,0.12576780863503184,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,1
evt_5688d48d,ZONE_C02,-1.90811,34.85022,-0.8241237041627153,-0.494280591076593,-0.40544227198208066,-0.05661524790179602,-0.088823606292827,-0.632591894076331,-0.5813192665699364,1.0025809602549545,0.20437112423421652,1.4220249773887306,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,1,0,0,1,0,0,0,0,0
evt_86997484,ZONE_D02,-1.85748,34.82084,-1.240721143402108,1.7244198563224193,0.32733665888070596,0.6092226810507751,-0.29315274356364446,-1.1263730331534172,-0.19032717495907583,0.26233078620303085,-0.6332154504961792,-0.09027505282391812,0,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,0,0,1,0,0,0,0,0,0,1
evt_cb0eeb0f,ZONE_A05,-2.30468,35.43944,-0.5390833509989211,1.2554262658153112,-0.40544227198208066,-2.0541290347595096,-1.1149945667624042,0.5749343911136527,2.0558944992189634,-1.3065752355535087,0.3718884391802957,2.8263035768719043,1,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0,0,1,0,1,0,0,0,0,0
evt_6daeb5cb,ZONE_A02,-2.40774,34.75937,0.3598900705176625,-0.7949175080683291,-0.40544227198208066,0.4760550952602609,-0.7241200482819247,1.3008729862689803,-0.7006275065737845,-0.9081603329586854,3.5547174231557994,0.34181067009398125,0,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,1
evt_d2c40859,ZONE_B03,-2.10787,34.97419,-0.034781187709130364,-0.29586022586204735,-0.40544227198208066,0.07655233788871822,0.20799756419683935,0.42674650224918614,-1.0571179632159402,2.1471397484785455,-0.29818082060402096,-0.8464250679302424,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,1
evt_195863fb,ZONE_D04,-1.80286,35.14864,1.4342729401350423,-1.4803696788094873,-0.40544227198208066,-0.45611800527333873,2.016336450956439,1.3176867886499477,-0.0580709075790414,0.08905566584374562,1.0419576989646122,-1.4945536523070917,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,1,0,0,0,1,0,0,0,0
evt_83857d18,ZONE_D02,-1.80445,34.86073,0.4475947945680605,-0.7648538163691555,-0.40544227198208066,0.6092226810507751,-0.01455960569626145,-1.1287673553305066,-0.10815115435258073,0.09494937742059213,-0.6332154504961792,1.0979606852003054,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,1
evt_fc8b7aa3,ZONE_B03,-2.27429,35.05784,-0.7583451611249171,-0.14554176736617927,-0.40544227198208066,-0.7224531768543672,-0.9606275021944468,-0.28295200989668134,0.1878887364995803,0.2870843748257878,-0.29818082060402096,0.7738963930118812,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,1
evt_4f40ba36,ZONE_A03,-2.34266,35.00604,0.7545613287444553,0.2693371780824164,1.4157288944269038,-0.45611800527333873,-0.8459089473031619,0.40047780462578253,0.6464894917301495,-0.6417645696852216,0.20437112423421652,-0.7384036372007674,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0,0,1,0,1,0,0,0,0,0
evt_918742b1,ZONE_E02,-1.69713,34.79607,-1.438056772515504,1.7484708096817585,-0.40544227198208066,0.07655233788871822,-0.4689085511459105,-0.7707817666933343,0.8108415329431397,-0.20798739762931898,0.3718884391802957,0.4498321008234562,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,1,0,0,0
evt_b8fcac32,ZONE_C03,-2.0559,35.02125,1.521977664185441,-1.1256181167592387,-0.40544227198208066,0.6092226810507751,0.5756110312982561,0.30571466363605454,-1.432769385332095,1.608454510354774,-0.29818082060402096,-0.9544464986597174,0,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,1,0,0,0,1,0,0,0,0,0
evt_197b78b8,ZONE_B02,-2.16549,34.79644,1.5439038451980402,-1.2398601452160984,-0.40544227198208066,0.20971992367923245,-0.46591920457032016,0.11378640988788888,0.05508387990452628,0.7090741237279973,2.884648163371483,-0.41433934501234276,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,0
